id,lat,lon,timestamp,source_url,license,sponsor,country,application_number,brand,generic,route,dosage_form,pharm_class,marketing_status,submission_type
ANDA076361,32.0853,34.7818,2014-09-19T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076361,openFDA-public,TEVA,IL,ANDA076361,LEVOFLOXACIN,LEVOFLOXACIN,ORAL,TABLET,,Prescription,SUPPL
ANDA080755,NaN,NaN,1973-03-20T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080755,openFDA-public,EVERYLIFE,??,ANDA080755,FOLIC ACID,FOLIC ACID,ORAL,TABLET,,Discontinued,ORIG
ANDA083738,NaN,NaN,1974-03-06T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083738,openFDA-public,BEL MAR,??,ANDA083738,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,INJECTION,INJECTABLE,,Discontinued,ORIG
NDA017503,49.9258,8.1167,1991-04-08T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017503,openFDA-public,BOEHRINGER INGELHEIM,DE,NDA017503,COMBIPRES,CHLORTHALIDONE,ORAL,TABLET,,Discontinued,SUPPL
ANDA077213,NaN,NaN,2023-08-08T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077213,openFDA-public,HERITAGE PHARMA,??,ANDA077213,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,ORAL,TABLET,,Discontinued,SUPPL
NDA017452,NaN,NaN,1976-07-08T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017452,openFDA-public,BECTON DICKINSON,??,NDA017452,E-Z SCRUB,HEXACHLOROPHENE,TOPICAL,SPONGE,,Discontinued,ORIG
ANDA077521,17.385,78.4867,2019-12-10T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077521,openFDA-public,AUROBINDO,IN,ANDA077521,NEVIRAPINE,NEVIRAPINE,ORAL,TABLET,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Prescription,SUPPL
ANDA077813,NaN,NaN,2022-11-01T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077813,openFDA-public,BIONPHARMA,??,ANDA077813,ZONISAMIDE,ZONISAMIDE,ORAL,CAPSULE,,Prescription,SUPPL
ANDA078114,NaN,NaN,2008-03-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078114,openFDA-public,BEDFORD,??,ANDA078114,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,INJECTION,INJECTABLE,,Discontinued,ORIG
ANDA078408,NaN,NaN,2008-02-13T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078408,openFDA-public,EBEWE PHARMA,??,ANDA078408,VINORELBINE TARTRATE,VINORELBINE TARTRATE,INJECTION,INJECTABLE,,Discontinued,ORIG
ANDA078706,NaN,NaN,2014-03-26T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078706,openFDA-public,UPSHER SMITH LABS,??,ANDA078706,ZALEPLON,ZALEPLON,ORAL,CAPSULE,,Discontinued,SUPPL
ANDA079012,NaN,NaN,2013-01-17T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079012,openFDA-public,RISING,??,ANDA079012,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,ORAL,TABLET,,Prescription,SUPPL
NDA018668,32.0853,34.7818,1984-05-30T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018668,openFDA-public,TEVA BRANDED PHARM,IL,NDA018668,NORDETTE-21,ETHINYL ESTRADIOL,ORAL-21,TABLET,,Discontinued,SUPPL
ANDA090318,NaN,NaN,2014-09-23T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090318,openFDA-public,RISING,??,ANDA090318,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,INJECTION,SOLUTION,,Discontinued,ORIG
ANDA084326,NaN,NaN,1986-02-06T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=084326,openFDA-public,WATSON LABS,??,ANDA084326,NITROFURANTOIN,NITROFURANTOIN,ORAL,CAPSULE,,Discontinued,SUPPL
ANDA084801,NaN,NaN,1982-06-25T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=084801,openFDA-public,LEDERLE,??,ANDA084801,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORAL,TABLET,,Discontinued,SUPPL
ANDA085756,NaN,NaN,1983-06-07T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085756,openFDA-public,CAMALL,??,ANDA085756,CAM-METRAZINE,PHENDIMETRAZINE TARTRATE,ORAL,TABLET,,Discontinued,SUPPL
ANDA086840,NaN,NaN,1982-07-01T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086840,openFDA-public,WATSON LABS,??,ANDA086840,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,ORAL,CAPSULE,,Discontinued,ORIG
ANDA087743,NaN,NaN,1990-05-11T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=087743,openFDA-public,ROXANE,??,ANDA087743,ROXIPRIN,ASPIRIN,ORAL,TABLET,,Discontinued,SUPPL
ANDA088088,NaN,NaN,2007-03-30T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088088,openFDA-public,HIKMA INTL PHARMS,??,ANDA088088,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,ORAL,TABLET,Nitrate Vasodilator [EPC],Prescription,SUPPL
NDA018581,NaN,NaN,1998-01-16T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018581,openFDA-public,BAXTER HLTHCARE,??,NDA018581,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,INJECTION,INJECTABLE,,Discontinued,SUPPL
NDA018620,NaN,NaN,1992-07-17T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018620,openFDA-public,FOSUN PHARMA,??,NDA018620,METRONIDAZOLE,METRONIDAZOLE,ORAL,TABLET,,Discontinued,SUPPL
ANDA203024,NaN,NaN,2014-05-07T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203024,openFDA-public,L PERRIGO CO,??,ANDA203024,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,ORAL,"TABLET, DELAYED RELEASE",,Discontinued,ORIG
ANDA203416,NaN,NaN,2015-02-02T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203416,openFDA-public,WATSON LABS,??,ANDA203416,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,OPHTHALMIC,SOLUTION,,None (Tentative Approval),ORIG
ANDA203810,NaN,NaN,2018-07-23T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203810,openFDA-public,ENCUBE,??,ANDA203810,HYDROCORTISONE,HYDROCORTISONE,TOPICAL,CREAM,,Discontinued,ORIG
ANDA090643,NaN,NaN,2010-01-11T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090643,openFDA-public,PHARMOBEDIENT,??,ANDA090643,IBUTILIDE FUMARATE,IBUTILIDE FUMARATE,INJECTION,INJECTABLE,,Prescription,ORIG
ANDA090964,NaN,NaN,2021-02-08T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090964,openFDA-public,HIKMA,??,ANDA090964,OXYMORPHONE HYDROCHLORIDE,OXYMORPHONE HYDROCHLORIDE,ORAL,TABLET,,Prescription,SUPPL
ANDA091308,NaN,NaN,2012-04-06T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091308,openFDA-public,APOTEX INC,??,ANDA091308,IMIQUIMOD,IMIQUIMOD,TOPICAL,CREAM,,Discontinued,ORIG
ANDA091638,NaN,NaN,2011-06-03T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091638,openFDA-public,IMPAX LABS,??,ANDA091638,LETROZOLE,LETROZOLE,ORAL,TABLET,,Discontinued,ORIG
ANDA201170,NaN,NaN,2018-08-28T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201170,openFDA-public,JUBILANT CADISTA,??,ANDA201170,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,ORAL,TABLET,,Prescription,SUPPL
ANDA200298,NaN,NaN,2012-06-14T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200298,openFDA-public,ENCUBE ETHICALS,??,ANDA200298,ADAPALENE,ADAPALENE,TOPICAL,GEL,Retinoid [EPC],Prescription,ORIG
ANDA201961,NaN,NaN,2017-05-31T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201961,openFDA-public,LANNETT CO INC,??,ANDA201961,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,ORAL,CAPSULE,,Discontinued,SUPPL
ANDA202328,NaN,NaN,2018-10-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202328,openFDA-public,EUGIA PHARMA,??,ANDA202328,LEVOFLOXACIN,LEVOFLOXACIN,INJECTION,INJECTABLE,Fluoroquinolone Antibacterial [EPC],Discontinued,SUPPL
ANDA202679,NaN,NaN,2017-08-29T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202679,openFDA-public,HOSPIRA,??,ANDA202679,SODIUM BICARBONATE,SODIUM BICARBONATE,INTRAVENOUS,SOLUTION,,Prescription,SUPPL
NDA019795,32.0853,34.7818,1995-06-28T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019795,openFDA-public,TEVA BRANDED PHARM,IL,NDA019795,CONDYLOX,PODOFILOX,TOPICAL,SOLUTION,,Prescription,SUPPL
NDA019832,40.089,-80.7137,2002-05-09T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019832,openFDA-public,MYLAN INSTITUTIONAL,US,NDA019832,SULFAMYLON,MAFENIDE ACETATE,TOPICAL,FOR SOLUTION,,Discontinued,SUPPL
NDA019863,NaN,NaN,2001-10-02T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019863,openFDA-public,EMD SERONO,??,NDA019863,GEREF,SERMORELIN ACETATE,INJECTION,INJECTABLE,,Discontinued,SUPPL
ANDA204172,19.076,72.8777,2022-04-13T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204172,openFDA-public,LUPIN LTD,IN,ANDA204172,DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE,ORAL,"TABLET, EXTENDED RELEASE",,Prescription,SUPPL
ANDA204556,19.076,72.8777,2019-02-21T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204556,openFDA-public,SUN PHARM,IN,ANDA204556,CALCITRIOL,CALCITRIOL,ORAL,CAPSULE,Vitamin D3 Analog [EPC],Discontinued,ORIG
ANDA204920,NaN,NaN,2025-04-02T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204920,openFDA-public,PHARMOBEDIENT,??,ANDA204920,NAPROXEN AND ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,ORAL,"TABLET, DELAYED RELEASE",,Discontinued,SUPPL
ANDA205347,NaN,NaN,2018-04-09T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205347,openFDA-public,SQUARE PHARMS PLC,??,ANDA205347,VALSARTAN,VALSARTAN,ORAL,TABLET,Angiotensin 2 Receptor Blocker [EPC],Prescription,ORIG
NDA205766,NaN,NaN,2013-07-05T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205766,openFDA-public,LINDE NORTH AMERICA INC,??,NDA205766,"NITROGEN, NF",NITROGEN,INHALATION,GAS,,Prescription,ORIG
ANDA206107,NaN,NaN,2026-03-27T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206107,openFDA-public,SIGMAPHARM LABS LLC,??,ANDA206107,ASENAPINE MALEATE,ASENAPINE MALEATE,SUBLINGUAL,TABLET,Atypical Antipsychotic [EPC],Prescription,SUPPL
ANDA206530,17.385,78.4867,2019-10-22T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206530,openFDA-public,AUROBINDO PHARMA LTD,IN,ANDA206530,FAMOTIDINE,FAMOTIDINE,ORAL,TABLET,Histamine-2 Receptor Antagonist [EPC],Prescription,SUPPL
NDA206927,17.4399,78.4983,2019-10-04T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206927,openFDA-public,DR REDDYS,IN,NDA206927,BORTEZOMIB,BORTEZOMIB,INTRAVENOUS,POWDER,,Discontinued,ORIG
ANDA207300,NaN,NaN,2025-07-11T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207300,openFDA-public,MACLEODS PHARMS LTD,??,ANDA207300,OXCARBAZEPINE,OXCARBAZEPINE,ORAL,SUSPENSION,Anti-epileptic Agent [EPC],Prescription,ORIG
ANDA212263,NaN,NaN,2024-11-21T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212263,openFDA-public,UNICHEM,??,ANDA212263,ETODOLAC,ETODOLAC,ORAL,"TABLET, EXTENDED RELEASE",,Prescription,SUPPL
ANDA212605,NaN,NaN,2024-01-03T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212605,openFDA-public,GLAND,??,ANDA212605,NELARABINE,NELARABINE,INTRAVENOUS,INJECTABLE,Nucleoside Metabolic Inhibitor [EPC],Prescription,ORIG
ANDA212968,NaN,NaN,2019-10-16T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212968,openFDA-public,GLAND,??,ANDA212968,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,INTRAVENOUS,SOLUTION,,Prescription,ORIG
NDA208799,32.0853,34.7818,2017-01-27T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208799,openFDA-public,TEVA PHARM,IL,NDA208799,AIRDUO DIGIHALER,FLUTICASONE PROPIONATE,INHALATION,POWDER,,Discontinued,ORIG
ANDA209166,NaN,NaN,2020-02-05T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209166,openFDA-public,INTL ISOTOPES,??,ANDA209166,SODIUM IODIDE I 131,SODIUM IODIDE I-131,ORAL,SOLUTION,,Prescription,ORIG
NDA209512,42.1814,-87.84,2020-10-21T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209512,openFDA-public,ABBVIE,US,NDA209512,NORVIR,RITONAVIR,ORAL,POWDER,Cytochrome P450 3A Inhibitor [EPC],Prescription,SUPPL
ANDA209853,NaN,NaN,2023-03-22T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209853,openFDA-public,APOTEX,??,ANDA209853,CLOBAZAM,CLOBAZAM,ORAL,TABLET,,Discontinued,SUPPL
ANDA210184,NaN,NaN,2018-06-29T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210184,openFDA-public,ZYDUS PHARMS,??,ANDA210184,NIFEDIPINE,NIFEDIPINE,ORAL,"TABLET, EXTENDED RELEASE",Dihydropyridine Calcium Channel Blocker [EPC],Prescription,ORIG
ANDA210542,NaN,NaN,2023-02-16T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210542,openFDA-public,ZYDUS PHARMS USA INC,??,ANDA210542,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,CANAGLIFLOZIN,ORAL,TABLET,,None (Tentative Approval),ORIG
NDA210867,NaN,NaN,2019-01-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210867,openFDA-public,MDGH,??,NDA210867,MOXIDECTIN,MOXIDECTIN,ORAL,TABLET,,Prescription,SUPPL
ANDA211220,NaN,NaN,2025-09-02T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211220,openFDA-public,NANOMI,??,ANDA211220,RISPERIDONE,RISPERIDONE,INTRAMUSCULAR,POWDER,,Prescription,ORIG
ANDA211556,NaN,NaN,2019-10-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211556,openFDA-public,HIBROW HLTHCARE,??,ANDA211556,ACETAZOLAMIDE,ACETAZOLAMIDE,ORAL,TABLET,Carbonic Anhydrase Inhibitor [EPC],Prescription,ORIG
ANDA211876,NaN,NaN,2020-06-24T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211876,openFDA-public,AUROLIFE PHARMA LLC,??,ANDA211876,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE,ORAL,"CAPSULE, EXTENDED RELEASE",,Discontinued,ORIG
ANDA217595,NaN,NaN,2025-09-03T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217595,openFDA-public,STERISCIENCE,??,ANDA217595,ZIPRASIDONE MESYLATE,ZIPRASIDONE MESYLATE,INTRAMUSCULAR,POWDER,,Prescription,ORIG
ANDA218023,NaN,NaN,2024-05-14T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218023,openFDA-public,EPIC PHARMA LLC,??,ANDA218023,ACETAZOLAMIDE,ACETAZOLAMIDE,ORAL,TABLET,,Prescription,ORIG
ANDA218529,NaN,NaN,2026-02-24T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218529,openFDA-public,FOURRTS LABS,??,ANDA218529,PREGABALIN,PREGABALIN,ORAL,CAPSULE,,Prescription,ORIG
ANDA213361,17.385,78.4867,2021-07-19T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213361,openFDA-public,AUROBINDO PHARMA,IN,ANDA213361,NIFEDIPINE,NIFEDIPINE,ORAL,"TABLET, EXTENDED RELEASE",Dihydropyridine Calcium Channel Blocker [EPC],Prescription,ORIG
ANDA213725,19.076,72.8777,2021-06-04T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213725,openFDA-public,SUN PHARM,IN,ANDA213725,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,ORAL,"FOR SUSPENSION, DELAYED RELEASE",,Prescription,SUPPL
ANDA214185,NaN,NaN,2022-08-04T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214185,openFDA-public,ALEMBIC,??,ANDA214185,ADAPALENE AND BENZOYL PEROXIDE,ADAPALENE,TOPICAL,GEL,Retinoid [EPC],Prescription,ORIG
ANDA214569,NaN,NaN,2021-09-20T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214569,openFDA-public,EUGIA PHARMA,??,ANDA214569,DECITABINE,DECITABINE,INTRAVENOUS,INJECTABLE,Nucleoside Metabolic Inhibitor [EPC],Discontinued,ORIG
NDA214998,NaN,NaN,2022-04-28T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214998,openFDA-public,BRISTOL,??,NDA214998,CAMZYOS,MAVACAMTEN,ORAL,CAPSULE,Cardiac Myosin Inhibitor [EPC],Prescription,ORIG
ANDA215420,NaN,NaN,2025-01-24T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215420,openFDA-public,ANNORA PHARMA,??,ANDA215420,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,ORAL,POWDER,,Prescription,SUPPL
NDA215842,NaN,NaN,2025-03-27T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215842,openFDA-public,NOVO,??,NDA215842,RIVFLOZA,NEDOSIRAN SODIUM,INJECTION,SOLUTION,,Prescription,SUPPL
NDA020634,40.4862,-74.4518,2001-06-08T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020634,openFDA-public,JANSSEN PHARMS,US,NDA020634,LEVAQUIN,LEVOFLOXACIN,ORAL,TABLET,,Discontinued,SUPPL
NDA009486,NaN,NaN,1986-07-16T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009486,openFDA-public,MCNEIL CONS,??,NDA009486,BENADRYL PRESERVATIVE FREE,DIPHENHYDRAMINE HYDROCHLORIDE,INJECTION,INJECTABLE,,Discontinued,SUPPL
NDA020702,NaN,NaN,2002-10-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020702,openFDA-public,UPJOHN,??,NDA020702,LIPITOR,ATORVASTATIN CALCIUM,ORAL,TABLET,,Prescription,SUPPL
NDA022009,NaN,NaN,2008-03-31T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022009,openFDA-public,LOREAL USA,??,NDA022009,ANTHELIOS 40,AVOBENZONE,TOPICAL,CREAM,,Over-the-counter,ORIG
NDA022393,NaN,NaN,2018-11-27T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022393,openFDA-public,BRISTOL-MYERS,??,NDA022393,ISTODAX,ROMIDEPSIN,INTRAVENOUS,POWDER,,Prescription,SUPPL
ANDA219058,NaN,NaN,2025-08-06T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219058,openFDA-public,TARO,??,ANDA219058,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,ORAL,TABLET,,Prescription,ORIG
ANDA219702,NaN,NaN,2026-01-26T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219702,openFDA-public,I 3 PHARMS,??,ANDA219702,TRANEXAMIC ACID,TRANEXAMIC ACID,ORAL,TABLET,,Prescription,ORIG
BLA761081,40.7484,-73.9857,2025-08-21T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761081,openFDA-public,PFIZER INC,US,BLA761081,TRAZIMERA,TRASTUZUMAB-QYYP,INJECTION,INJECTABLE,HER2/neu Receptor Antagonist [EPC],Prescription,SUPPL
NDA020958,NaN,NaN,2000-10-16T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020958,openFDA-public,KENVUE BRANDS,??,NDA020958,PEPCID COMPLETE,CALCIUM CARBONATE,ORAL,"TABLET, CHEWABLE",Histamine-2 Receptor Antagonist [EPC],Over-the-counter,ORIG
NDA021630,NaN,NaN,2006-05-19T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021630,openFDA-public,PF PRISM CV,??,NDA021630,VFEND,VORICONAZOLE,ORAL,FOR SUSPENSION,Azole Antifungal [EPC],Prescription,SUPPL
NDA021290,NaN,NaN,2009-08-07T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021290,openFDA-public,ACTELION,??,NDA021290,TRACLEER,BOSENTAN,ORAL,TABLET,,Prescription,SUPPL
NDA013664,47.563,7.5994,1997-01-09T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013664,openFDA-public,ROCHE,CH,NDA013664,GANTANOL,SULFAMETHOXAZOLE,ORAL,SUSPENSION,,Discontinued,SUPPL
ANDA040164,NaN,NaN,2012-07-25T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040164,openFDA-public,RISING,??,ANDA040164,AKPENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE,OPHTHALMIC,SOLUTION/DROPS,,Prescription,SUPPL
ANDA040462,NaN,NaN,2003-10-31T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040462,openFDA-public,HIKMA,??,ANDA040462,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,INJECTION,INJECTABLE,,Prescription,ORIG
ANDA040768,NaN,NaN,2025-01-14T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040768,openFDA-public,ACCORD HLTHCARE,??,ANDA040768,METHOTREXATE SODIUM PRESERVATIVE FREE,METHOTREXATE SODIUM,INJECTION,INJECTABLE,,Prescription,SUPPL
NDA050460,51.4861,-0.1282,1974-01-18T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050460,openFDA-public,GLAXOSMITHKLINE,GB,NDA050460,AMOXIL,AMOXICILLIN,ORAL,FOR SUSPENSION,,Discontinued,ORIG
NDA050808,40.4862,-74.4518,2013-10-21T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050808,openFDA-public,BAUSCH,US,NDA050808,SOLODYN,MINOCYCLINE HYDROCHLORIDE,ORAL,"TABLET, EXTENDED RELEASE",,Discontinued,SUPPL
ANDA061739,NaN,NaN,1973-05-03T00:00:00Z,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061739,openFDA-public,SCHERING,??,ANDA061739,GARAMYCIN,GENTAMICIN SULFATE,INJECTION,INJECTABLE,,Discontinued,ORIG
