id,lat,lon,timestamp,source_url,license,provider,country_iso2,kind,title
world-history:wd-Q81545-libyan-civil-war,31.195623,16.52141,2011-02-15T00:00:00Z,https://www.wikidata.org/wiki/Q81545,CC-BY-SA-4.0,world-history,LY,war,Libyan Civil War
world-history:wd-Q178810-syrian-civil-war,35,38,2011-03-15T00:00:00Z,https://www.wikidata.org/wiki/Q178810,CC-BY-SA-4.0,world-history,SY,war,Syrian Civil War
world-history:wd-Q2946372-mali-war,12.65,-8.000555555,2012-01-16T00:00:00Z,https://www.wikidata.org/wiki/Q2946372,CC-BY-SA-4.0,world-history,GN,war,Mali War
world-history:wd-Q3411181-central-african-republic-civil-war,6.7,20.9,2012-12-10T00:00:00Z,https://www.wikidata.org/wiki/Q3411181,CC-BY-SA-4.0,world-history,CF,war,Central African Republic Civil War
world-history:wd-Q15353665-south-sudanese-civil-war,7,30,2013-12-15T00:00:00Z,https://www.wikidata.org/wiki/Q15353665,CC-BY-SA-4.0,world-history,SS,war,South Sudanese Civil War
world-history:wd-Q139236054-ngogo-chimpanzee-war,0.433333333,30.383333333,2015-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q139236054,CC-BY-SA-4.0,world-history,UG,war,Ngogo chimpanzee war
world-history:wd-Q21730772-2015-zaria-massacre,11.066666666,7.7,2015-12-12T00:00:00Z,https://www.wikidata.org/wiki/Q21730772,CC-BY-SA-4.0,world-history,NG,war,2015 Zaria Massacre
world-history:wd-Q1647162-treaty-of-hudaybiyyah,21.583305555,39.683305555,0628-03-01T00:00:00Z,https://www.wikidata.org/wiki/Q1647162,CC-BY-SA-4.0,world-history,SA,treaty,Treaty of Hudaybiyyah
world-history:wd-Q2880684-treaty-of-heiligen,54.3739,10.9797,0811-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q2880684,CC-BY-SA-4.0,world-history,DK,treaty,Treaty of Heiligen
world-history:wd-Q149734-peace-of-bautzen,51.1814,14.4239,1018-02-05T00:00:00Z,https://www.wikidata.org/wiki/Q149734,CC-BY-SA-4.0,world-history,CZ,treaty,Peace of Bautzen
world-history:wd-Q8187832-treaty-of-ser-n-de-n-gima,41.49555556,-2.20138889,1158-02-01T00:00:00Z,https://www.wikidata.org/wiki/Q8187832,CC-BY-SA-4.0,world-history,ES,treaty,Treaty of Serón de Nágima
world-history:wd-Q693411-peace-of-constance,47.6633,9.1753,1183-07-02T00:00:00Z,https://www.wikidata.org/wiki/Q693411,CC-BY-SA-4.0,world-history,CH,treaty,Peace of Constance
world-history:wd-Q449076-treaty-of-le-goulet,49.093391,1.487363,1200-05-25T00:00:00Z,https://www.wikidata.org/wiki/Q449076,CC-BY-SA-4.0,world-history,BE,treaty,Treaty of Le Goulet
world-history:wd-Q17586779-siege-of-alamut,36.45,50.5833,1256-12-01T00:00:00Z,https://www.wikidata.org/wiki/Q17586779,CC-BY-SA-4.0,world-history,AZ,treaty,Siege of Alamut
world-history:wd-Q1334924-treaty-of-br-tigny,48.420858,1.571161,1360-05-08T00:00:00Z,https://www.wikidata.org/wiki/Q1334924,CC-BY-SA-4.0,world-history,FR,treaty,Treaty of Brétigny
world-history:wd-Q3888436-q3888436,45.95694444,10.28861111,1397-12-31T00:00:00Z,https://www.wikidata.org/wiki/Q3888436,CC-BY-SA-4.0,world-history,CH,treaty,Q3888436
